filename,class,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_1_mean,delta_1_std,delta_2_mean,delta_2_std,delta_3_mean,delta_3_std,delta_4_mean,delta_4_std,delta_5_mean,delta_5_std,delta_6_mean,delta_6_std,delta_7_mean,delta_7_std,delta_8_mean,delta_8_std,delta_9_mean,delta_9_std,delta_10_mean,delta_10_std,delta_11_mean,delta_11_std,delta_12_mean,delta_12_std,delta_13_mean,delta_13_std,delta2_1_mean,delta2_1_std,delta2_2_mean,delta2_2_std,delta2_3_mean,delta2_3_std,delta2_4_mean,delta2_4_std,delta2_5_mean,delta2_5_std,delta2_6_mean,delta2_6_std,delta2_7_mean,delta2_7_std,delta2_8_mean,delta2_8_std,delta2_9_mean,delta2_9_std,delta2_10_mean,delta2_10_std,delta2_11_mean,delta2_11_std,delta2_12_mean,delta2_12_std,delta2_13_mean,delta2_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std
2-128465-A-43.wav,car_horn,-93.44657,17.43057,56.802902,12.243364,-19.933683,7.964364,30.975496,5.760159,-20.245466,5.759807,8.489046,3.050469,11.885699,3.9573424,-12.84589,3.5728397,6.846329,3.6522188,-1.8687072,3.1154344,-8.02625,2.8900778,3.0497246,2.385548,-1.6836237,2.7698374,0.25706264,1.3282555,-0.15421225,1.3597732,0.15249492,0.786928,0.08031301,0.5580355,-0.08708131,0.6079609,0.025712503,0.39038974,0.09222856,0.44086686,-0.037159488,0.5882286,0.054567758,0.42915195,0.019253306,0.47343573,-0.0037867127,0.37209693,-0.012042607,0.3056739,0.0052730944,0.46536028,-0.037796244,0.7883839,-0.007829652,0.830888,0.0069714566,0.48412085,-0.00957411,0.37674206,0.0013603504,0.38259873,7.101457e-05,0.3616056,-0.00016411551,0.29123226,-0.0029845003,0.4266051,-0.023382647,0.38015407,0.008162743,0.34927353,0.0025556975,0.2990121,0.014311845,0.2517235,0.009630736,0.35402673,1883.1384087736599,322.28232950078734,1418.1708091057542,103.14483224426266,3350.7165605095543,258.4015413361954,0.26027567675159236,0.0740046307468194,0.081052706,0.031359497
2-128465-B-43.wav,car_horn,-70.00742,19.755201,53.786762,9.11466,-19.687185,3.2243931,23.442986,4.2451863,-13.940226,3.9807127,0.065703966,5.5217133,13.926282,6.5513415,-7.4237113,5.130804,-1.0184429,3.0957909,2.638273,3.0085251,-4.686745,2.9828508,-3.392366,3.669513,1.585481,3.0033214,-0.24482137,1.4924203,0.101264745,1.229937,0.001686403,0.4147099,-0.08932387,0.5733561,0.0486868,0.3957715,0.021223024,0.6827034,-0.09719082,0.7514174,0.035562545,0.71968126,0.015056328,0.37904307,-0.045438003,0.39847207,-0.030134229,0.39894417,0.0026096841,0.4591191,-0.03346031,0.3123765,-0.052360296,0.6263826,-0.005328605,0.48015535,-0.010995746,0.27562484,-0.00448127,0.33791947,-0.012608161,0.28985712,-0.0071439045,0.33425117,0.01137859,0.41601673,0.0047977283,0.3781655,0.019324953,0.3128428,0.004771797,0.28143957,0.0034129776,0.2593688,0.009975865,0.29203564,0.0074910987,0.27533802,1877.1495527661848,252.76379127067992,1440.7596178823926,53.90401438996625,3101.9108280254777,155.4776491113746,0.2526062400477707,0.0687240921563935,0.117718056,0.051804263
2-138465-A-43.wav,car_horn,-109.593475,9.685636,55.56889,8.232269,-13.764294,3.86253,19.887768,3.953153,5.598154,3.220535,16.612106,3.4393353,3.910057,3.024708,5.6704273,2.9845128,5.758002,2.5235808,0.79269207,3.1833336,3.8366706,2.7483344,-0.06399475,2.9713967,3.4355345,2.483858,-0.22382948,0.80254763,0.13013676,0.6518747,-0.037756994,0.42559975,-0.02696572,0.44074365,-0.0094069475,0.40958297,-0.029834233,0.42187223,-0.0006541014,0.4142818,0.044239957,0.38041565,0.010003675,0.38023254,-0.072486624,0.41536805,-0.027167248,0.369432,0.0033241215,0.41718185,-0.008458966,0.31728694,-0.035483498,0.5684034,-0.0026367144,0.40312642,-0.0036204946,0.32209063,0.0074640294,0.3190283,0.01573027,0.3550028,-0.00070758,0.32718363,0.004839255,0.32114395,-0.002559869,0.36013082,-0.0085825855,0.3228306,-0.009303603,0.28900483,0.0022812027,0.3007891,0.019084893,0.32336813,0.0040028794,0.2644952,1367.34969564777,213.44660379131798,1578.7487861661127,117.40745715574349,3013.3359872611463,473.6172966867242,0.06517466162420382,0.022889194348022057,0.08514006,0.020104555
2-144137-A-43.wav,car_horn,-257.07092,183.27747,-1.3922569,5.178497,-15.747835,20.552095,-2.289917,3.7221544,-5.3313723,7.264486,-6.9290857,9.255219,-3.0139878,4.8595433,-2.4235659,3.6007915,-5.8372607,7.8682327,-6.5282536,8.687054,-6.897191,9.194731,-1.8322793,2.9252481,2.3962197,3.6419802,-6.803282e-07,15.93843,-4.555769e-09,0.7770977,-2.4297435e-08,1.6905484,-1.5185897e-09,0.3676864,-3.0371794e-09,0.70404106,0.0,0.835967,6.074359e-09,0.6077934,0.0,0.3847017,-6.074359e-09,0.7011441,-6.074359e-09,0.77394813,6.074359e-09,0.75620174,2.2778845e-09,0.267737,1.5185897e-09,0.4152326,-2.4297435e-07,6.767022,-3.986298e-09,0.57623,6.074359e-09,0.6411437,1.5185897e-09,0.26099622,-3.0371794e-09,0.3708166,1.5185897e-09,0.40170908,-3.0371794e-09,0.37678704,1.5185897e-09,0.21899508,1.5185897e-09,0.33783084,0.0,0.37137437,1.5185897e-09,0.35679194,0.0,0.1757303,-3.0371794e-09,0.27436665,972.2942917223461,1237.2526380658503,681.1962587353867,864.3157453454501,1705.7125796178343,2179.4393736857764,0.09597681130573249,0.12210993258278537,0.13361046,0.17788614
2-42101-A-43.wav,car_horn,-92.12786,16.968065,77.70543,3.6006413,-4.4837794,4.312443,13.201566,3.1018527,5.5605035,3.737577,4.5735717,3.009183,3.7005055,3.6839483,4.795522,2.8662486,2.7130861,3.134638,-0.37864324,4.4736395,2.6760807,3.9831545,2.778285,3.0086138,0.40935114,3.2269566,-0.14092836,0.9577897,-0.008731555,0.45414627,-0.02238302,0.55495954,-0.03730618,0.37824556,0.0012497203,0.38177818,-0.010554152,0.3695889,0.06512083,0.4718817,0.02847305,0.3730758,-0.022069639,0.458522,0.020792017,0.40590605,-0.019231554,0.4233431,0.0109124305,0.39471233,0.010546034,0.45413074,-0.019175826,0.4054125,-0.0052189324,0.26915228,0.018079445,0.34174696,-0.0067023016,0.268016,0.020734522,0.29540306,0.008381842,0.27949628,0.0097369095,0.29574844,0.01467817,0.2981319,0.018606404,0.3035877,0.019817825,0.26974124,-0.004110283,0.29880527,-0.0020518478,0.3214399,-0.011823331,0.2827854,1000.6685038243504,110.35283553625545,1342.5801880581646,68.33786901957679,2011.1464968152866,195.236258649743,0.05042670183121019,0.022932942106366434,0.14076811,0.059564702
2-54086-A-43.wav,car_horn,-302.86386,120.142525,-8.308561,15.274797,0.06654737,7.534404,17.096565,17.96033,-8.523534,14.51856,-5.7370915,11.418244,12.5246725,13.335894,-2.109714,5.167042,-1.6716101,6.066322,6.2190375,7.117838,1.1277411,3.3807356,-0.88609624,3.6154125,1.0510159,4.090505,-1.8604602,8.736638,0.16074735,1.7504781,0.07775659,1.1973643,-0.25708356,1.3864703,0.19253781,1.6119986,0.1779003,1.3792813,-0.19142865,1.0141221,0.024108209,0.8492467,0.06870247,0.96863383,-0.13454643,0.8570723,-0.0030783825,0.64669764,0.05681895,0.6053407,-0.011767855,0.68749535,0.054059558,3.294911,0.06584628,0.9787343,0.017315276,0.5127219,-0.0025411746,0.53842986,0.012840259,0.58198905,0.0020132915,0.5104803,-0.012269207,0.4069049,0.0020010106,0.42256886,0.02003462,0.4097568,-0.006260694,0.3436832,-0.01865653,0.3802946,-0.0069053946,0.29209375,0.011148097,0.3296931,1200.2674619554446,1274.1795649118294,915.8713237966854,900.7002038603289,1926.4530254777071,1856.2325928548596,0.10760847929936306,0.1559792332349284,0.062091663,0.101000845
3-145577-A-43.wav,car_horn,-323.1321,105.87992,5.8777065,17.140886,3.4926448,8.343281,5.901177,12.676317,0.84623826,2.6682417,0.62720484,2.782816,3.1628497,6.793584,0.46480265,2.3686018,-0.74849385,2.979213,1.2094531,2.9904966,-0.19735906,1.5199068,-1.1980042,3.659233,0.9557833,2.7690341,-1.9331009,5.8267736,-0.120285474,2.8460262,-0.14114006,0.63418585,-0.22656563,0.672988,0.0065804697,0.34468293,0.011142416,0.41401055,-0.12377191,0.50700486,0.042899553,0.43183997,0.056841128,0.31572834,-0.03702346,0.43507677,0.02210288,0.2180072,0.076122336,0.29643995,-0.05476476,0.43621686,0.014694985,1.6327231,0.024795903,1.1176411,-0.04147129,0.3771681,-0.007296732,0.22608373,-0.0037779778,0.22722232,-0.015836142,0.22592877,-0.011579117,0.30226535,0.0077579627,0.23063216,-0.0021524844,0.1302547,-0.013739003,0.18750404,-0.001917265,0.17123099,0.020170601,0.15631624,-0.006041199,0.22133456,293.9113656889834,683.7709870845046,366.7410662270206,776.8166097970309,669.7850318471337,1582.884640269704,0.01923268312101911,0.04851632914571068,0.042537507,0.09668563
3-146697-A-43.wav,car_horn,-207.50652,28.540308,79.407234,8.685603,7.217611,4.2128463,6.5436053,4.4336104,9.595198,5.0325494,10.372793,3.684146,6.6454144,3.1981354,7.8339224,3.5201974,5.5210986,2.2582505,2.2805233,2.7541637,1.6682379,3.50571,3.4363809,3.2557182,3.484873,2.947419,-0.3197965,1.4088429,-0.08742505,1.1598495,0.05178421,0.54164386,0.025245102,0.6068028,0.00987338,0.46350318,0.07285139,0.45007145,-0.018921714,0.56135267,0.001764258,0.4228851,0.03936081,0.34967318,0.017910868,0.36236238,0.041326728,0.3808923,0.023137342,0.33934975,0.018219935,0.3810065,-0.046318308,0.68234444,-0.00645795,0.58698756,0.008937661,0.30756727,0.006482592,0.37275144,0.011932897,0.34762523,-0.005137166,0.29227042,0.008259769,0.39800847,0.0019763063,0.283874,0.015728412,0.2559193,0.012592853,0.25446534,0.005848278,0.28557605,0.010694328,0.30159235,0.015416112,0.30504194,649.2669801011353,225.11362433495697,1234.5115110490565,178.4857293417081,1245.0238853503186,562.6687153443496,0.01904607882165605,0.013787183026896214,0.047031403,0.014377863
3-153057-A-43.wav,car_horn,-334.68948,103.15911,8.933411,20.839596,-2.1105814,5.717374,6.1835074,12.968217,2.0337832,4.31709,2.2211323,4.572116,1.8244678,3.884557,0.6157452,1.8054143,0.77601427,2.068053,1.5312892,3.2754023,0.16326077,1.7059965,-0.15466851,1.8415056,0.045913227,2.15494,-2.017344,5.3832283,-0.15622196,2.510592,0.10680827,0.3988697,-0.22645068,0.7627372,-0.036240786,0.42962518,-0.06925659,0.33709386,-0.05182663,0.37679443,-0.014935298,0.25270203,-0.021320095,0.25850934,-0.055495203,0.28053764,-0.010774602,0.29067975,0.032547105,0.24740103,0.03218021,0.3368633,0.017624818,1.7043737,0.033551477,1.0224735,-0.028575843,0.359673,-0.043760113,0.4236872,-0.008370529,0.2802416,-0.0059320284,0.15267986,-0.02032851,0.2615277,-0.0049657812,0.16257903,-0.0040639457,0.15502027,0.006731729,0.17909928,0.018191434,0.20735846,0.018537084,0.20887405,0.0055234977,0.15293439,213.05195189927002,519.0612772306382,267.7966310520373,546.3283021994922,440.68471337579615,1032.4883675940162,0.018150378184713375,0.047487830667627434,0.029904082,0.06851482
3-155130-A-43.wav,car_horn,-175.92108,32.760754,62.01552,16.697863,4.565069,6.8771477,7.545589,10.586735,1.3409035,7.384283,5.2624884,6.759514,4.12494,3.9076588,2.0796347,7.5603046,-0.033862248,3.729035,0.5915441,2.530687,-2.37497,4.148436,-1.0844077,6.5131836,1.6806588,2.6104243,0.21634616,4.285276,-0.029804833,2.2064188,0.076294795,0.4655676,0.07061885,1.2947532,-0.01378739,0.8935639,-0.0007983332,0.8516563,-0.016440164,0.39391258,-0.020836787,1.0517508,-0.030062154,0.5328309,-9.243656e-06,0.37342572,-0.050476424,0.5679298,-0.0010528556,0.80650264,-0.007773309,0.36580476,-0.031552292,1.8048899,0.0074198376,0.98218155,-0.011444394,0.33077347,0.018340532,0.60873115,0.0042891596,0.46160734,0.0006524123,0.43003184,0.023654161,0.30343223,0.0009328309,0.49485177,0.014706845,0.32315746,0.01777402,0.268148,0.0053119794,0.29808363,0.0038463848,0.3755932,0.0071394225,0.32512748,1364.5398010851986,398.3828841242509,1662.2563468215078,99.98080045345975,2671.9745222929937,549.4083633411187,0.08293317078025478,0.05701469407027341,0.03241244,0.038926084
3-155234-A-43.wav,car_horn,-141.07146,12.7356,72.25791,7.1281877,-4.590405,6.0011024,17.580221,5.042827,2.476703,3.2862585,3.8758879,3.1158319,3.3013396,2.9948168,3.1720755,3.2546782,4.787907,3.0629563,1.7360653,3.2871387,-0.705793,2.7114394,2.1655502,3.027652,-0.45809326,2.7657893,0.061088916,1.0757766,0.0014801937,0.75908595,-0.026711956,0.6742493,-0.018930266,0.6212154,-0.005887198,0.4454957,-0.029833034,0.5332381,0.006559591,0.44168422,0.015776537,0.5080522,0.060086817,0.484001,0.03179288,0.45228338,0.010632949,0.2884153,-0.030420164,0.47139138,-0.0047018575,0.38888466,-0.042780805,0.58167297,-0.022352595,0.52088827,0.015130086,0.5207125,-0.03649211,0.43674427,-0.009180417,0.35819933,0.025164567,0.42507198,0.018299758,0.3553963,-0.007404241,0.3447896,0.0024458952,0.31047392,0.023434315,0.30222392,0.0025659928,0.24638484,-0.0039779283,0.33738858,-5.242779e-05,0.29999524,1047.0640836812527,129.2966052159104,1385.5201514297867,97.73822634783615,2185.111464968153,335.9307444749925,0.0673952527866242,0.024890964937771237,0.0468666,0.008121577
