mfcc_s1_1_mean,mfcc_s1_1_std,mfcc_s1_2_mean,mfcc_s1_2_std,mfcc_s1_3_mean,mfcc_s1_3_std,mfcc_s1_4_mean,mfcc_s1_4_std,mfcc_s1_5_mean,mfcc_s1_5_std,mfcc_s1_6_mean,mfcc_s1_6_std,mfcc_s1_7_mean,mfcc_s1_7_std,mfcc_s1_8_mean,mfcc_s1_8_std,mfcc_s1_9_mean,mfcc_s1_9_std,mfcc_s1_10_mean,mfcc_s1_10_std,mfcc_s1_11_mean,mfcc_s1_11_std,mfcc_s1_12_mean,mfcc_s1_12_std,mfcc_s1_13_mean,mfcc_s1_13_std,mfcc_s2_1_mean,mfcc_s2_1_std,mfcc_s2_2_mean,mfcc_s2_2_std,mfcc_s2_3_mean,mfcc_s2_3_std,mfcc_s2_4_mean,mfcc_s2_4_std,mfcc_s2_5_mean,mfcc_s2_5_std,mfcc_s2_6_mean,mfcc_s2_6_std,mfcc_s2_7_mean,mfcc_s2_7_std,mfcc_s2_8_mean,mfcc_s2_8_std,mfcc_s2_9_mean,mfcc_s2_9_std,mfcc_s2_10_mean,mfcc_s2_10_std,mfcc_s2_11_mean,mfcc_s2_11_std,mfcc_s2_12_mean,mfcc_s2_12_std,mfcc_s2_13_mean,mfcc_s2_13_std,mfcc_s3_1_mean,mfcc_s3_1_std,mfcc_s3_2_mean,mfcc_s3_2_std,mfcc_s3_3_mean,mfcc_s3_3_std,mfcc_s3_4_mean,mfcc_s3_4_std,mfcc_s3_5_mean,mfcc_s3_5_std,mfcc_s3_6_mean,mfcc_s3_6_std,mfcc_s3_7_mean,mfcc_s3_7_std,mfcc_s3_8_mean,mfcc_s3_8_std,mfcc_s3_9_mean,mfcc_s3_9_std,mfcc_s3_10_mean,mfcc_s3_10_std,mfcc_s3_11_mean,mfcc_s3_11_std,mfcc_s3_12_mean,mfcc_s3_12_std,mfcc_s3_13_mean,mfcc_s3_13_std,delta_1_mean,delta_1_std,delta_2_mean,delta_2_std,delta_3_mean,delta_3_std,delta_4_mean,delta_4_std,delta_5_mean,delta_5_std,delta_6_mean,delta_6_std,delta_7_mean,delta_7_std,delta_8_mean,delta_8_std,delta_9_mean,delta_9_std,delta_10_mean,delta_10_std,delta_11_mean,delta_11_std,delta_12_mean,delta_12_std,delta_13_mean,delta_13_std,delta2_1_mean,delta2_1_std,delta2_2_mean,delta2_2_std,delta2_3_mean,delta2_3_std,delta2_4_mean,delta2_4_std,delta2_5_mean,delta2_5_std,delta2_6_mean,delta2_6_std,delta2_7_mean,delta2_7_std,delta2_8_mean,delta2_8_std,delta2_9_mean,delta2_9_std,delta2_10_mean,delta2_10_std,delta2_11_mean,delta2_11_std,delta2_12_mean,delta2_12_std,delta2_13_mean,delta2_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,filename,class,fold
-83.06307,13.275973,-21.333271,11.918777,-50.498764,6.187954,-10.116887,5.2813673,-44.091713,8.1748295,-26.793169,8.9962,-32.62209,6.823281,-5.4316463,10.157509,2.595118,11.286369,12.436388,10.994394,8.811977,12.488695,2.7577732,21.621346,-9.867666,18.647928,-154.07097,76.68563,3.4083164,23.58804,-49.479958,9.747725,-1.3456438,3.8219903,-22.485533,13.936379,-15.010293,4.9832697,-28.45822,8.988384,-25.248293,3.6378717,-16.63691,4.6143255,-4.6419334,4.6513586,-1.8115389,5.275677,1.5346011,9.39478,7.232923,13.532487,-324.1827,11.996809,4.3225255,6.962786,-2.2269266,4.867488,-1.3213294,2.2439063,0.59736574,1.1986532,-1.1105068,2.6923897,-3.3630528,5.360551,-4.1186547,5.9814568,-2.865443,4.2186613,-0.17250322,0.94710976,1.0029398,1.6503781,-0.32422933,0.8947305,-0.3628466,0.71773463,-1.8209059,3.2694669,-0.07987524,1.4612716,0.36235085,0.9194875,-0.05672352,0.7433559,0.06451044,1.2075666,-0.058516666,1.3000877,0.12756538,0.8086144,0.19027779,1.1164564,0.23755257,1.2817613,0.14348884,1.01291,0.06346586,0.8656675,-0.06514771,1.4452406,-0.03057279,1.4884647,-0.036041666,1.1371826,0.07219444,0.5588949,0.058583412,0.5312973,0.021339167,0.30513486,0.03994433,0.3890476,0.08280278,0.53788334,0.12145419,0.7421574,0.08262997,0.7875554,0.0030816447,0.53459376,-0.043577753,0.42361405,-0.05977983,0.47672933,-0.065253004,0.6618632,-0.026154967,0.544953,1659.9748137549532,863.4933233088414,1186.8122623327044,615.5691889820374,2930.334394904459,1546.6326999781916,0.11314440684713375,0.07524513457785864,0.15304293,0.15625393,2-70938-A-42.wav,siren,2
-102.52377,18.340248,-36.825848,11.002441,-87.07887,8.968926,-43.569134,6.673089,-40.920742,9.479353,11.761736,17.047327,25.459848,10.1775,7.664699,15.252424,-3.9112685,10.650417,7.1556187,11.344863,9.644113,14.550991,-5.755479,14.790103,-14.559885,11.754135,-103.847984,17.78648,-38.986202,5.7428627,-88.647095,6.1960254,-44.437813,3.9853086,-41.60876,9.0870285,11.856736,17.17557,26.203098,9.533339,8.03169,15.39063,-3.5871534,11.304563,7.805454,11.638388,10.148699,14.03472,-6.001198,15.31195,-14.993408,11.361378,-102.15003,18.865541,-36.609066,10.746202,-87.235054,8.831453,-43.722443,5.978466,-41.30616,9.364716,11.384417,16.81166,25.314846,9.66082,7.9272842,15.233721,-3.6223536,11.020014,7.7702923,11.822346,9.514439,14.252961,-6.1355586,15.173015,-14.18046,11.842964,-0.16351466,4.532417,-0.06598271,1.7159634,0.08237811,1.6807424,0.019919705,1.0315195,0.054728612,2.2343352,0.16532658,4.1775846,0.11041913,1.5198885,-0.032825593,3.9578574,-0.12118579,2.270382,-0.09356005,2.2157326,-0.021395802,3.1948502,0.093306765,2.0472946,0.039216798,2.0862415,0.42084527,3.8011737,0.25652856,1.3637972,0.08462031,1.2931038,0.15668714,0.8954751,-0.08787479,1.8004643,-0.24210435,3.3522215,-0.033052195,1.0881989,0.23198041,3.25279,0.049528457,1.7403867,-0.1782183,1.8369226,-0.23454979,2.7116392,0.16131213,1.561637,0.16980909,1.8499047,1994.4081758554141,39.39685332843886,1316.1097118258642,38.83493985234303,3385.4498407643314,251.38566854753137,0.14719347133757962,0.017495552679769384,0.4190753,0.062044423,2-70939-A-42.wav,siren,2
-118.683685,32.9607,92.88285,9.589989,-16.484438,10.127321,28.32847,4.838504,-10.956301,9.775736,-6.193492,3.77956,-12.512137,7.5102334,-3.2486317,3.9320154,-1.63744,5.7825594,-4.296813,3.044208,2.3667862,4.51099,1.2180177,2.7800202,-0.99289787,3.334175,-82.77375,19.179571,57.93718,16.449959,-29.970552,5.961143,19.164064,3.8517976,-23.951164,6.218785,-12.512049,3.1924105,-22.255222,3.823619,-3.709395,3.8099115,-1.2515752,4.041972,3.9635813,3.787874,8.592373,2.7517676,4.422019,3.9215193,3.2842822,4.64255,-111.9605,14.882763,67.82581,5.8178077,-38.440285,8.424375,19.038605,6.0295873,-21.19014,6.2878337,-13.198709,5.020485,-16.901299,5.682869,1.4942518,4.241792,0.30679935,3.748827,-0.7223937,3.255868,7.522552,3.652354,2.2288902,4.2353387,4.8323965,3.4272637,0.5005635,2.2802978,-0.121270925,1.4137504,-0.17265363,1.1420641,-0.07157086,0.812638,-0.14597173,0.95556813,-0.13143034,0.7276876,-0.0580734,0.90894014,-0.01315482,0.7532123,-0.06162319,0.7310269,0.015179932,0.5211657,0.024391202,0.6409141,-0.004495794,0.68053836,-0.0016433569,0.5706491,0.055931214,0.7986548,-0.012474186,0.5211046,0.069778115,0.5861107,-0.07059438,0.5669313,0.047861155,0.58166736,0.010572759,0.44872555,-0.017335534,0.4226326,-0.019375032,0.4454649,-0.011753793,0.44435945,0.02615556,0.386059,0.012261496,0.3985492,-0.031771407,0.4126762,0.0054532182,0.352719,1107.496269055023,293.8792168832206,1090.7591432520553,139.65381374595617,2111.3654458598726,534.1799534235726,0.07625895700636942,0.0360826594426728,0.20393367,0.096140236,2-72688-A-42.wav,siren,2
-118.34294,8.886959,92.03399,5.328211,-31.822487,4.995431,13.593473,3.4268157,-5.870927,3.7497556,-7.6480265,3.8803484,-8.738035,3.480333,-3.272881,3.634318,3.9721072,3.5465486,5.6331897,5.097092,0.99492586,7.0548234,-4.082384,5.438624,-2.7704656,3.5271685,-97.994675,5.321325,82.92969,5.186114,-41.47576,3.7017787,14.350063,3.537939,-10.007911,3.5446105,-1.8781897,3.8847637,-10.026803,3.2257125,-7.9949713,3.5046923,-7.306982,3.4317296,-3.80706,3.4184027,-0.9420786,5.0342226,5.868977,6.8710856,16.495096,5.6070833,-96.52347,7.9956408,78.116776,4.589336,-40.188877,5.83076,16.075264,4.5974007,-8.821214,4.6361194,1.0338626,3.6696887,-18.00198,5.2332273,-15.519543,4.0427036,-10.57272,2.6261506,-1.1736598,2.854559,5.3875527,3.1745548,16.683735,2.879082,29.40424,3.996132,0.3686624,0.9557652,-0.13802488,0.72591156,-0.102770194,0.8764984,-0.00838511,0.6161681,-0.007449378,0.5522839,0.085986465,0.6895309,-0.020890502,0.6566997,-0.06702812,0.6675892,-0.08569772,0.49842244,-0.06740142,0.530232,0.0006235815,0.5930602,0.08545861,0.60733896,0.14221254,0.591066,0.09065643,0.6573039,-0.0841119,0.53739583,0.06370786,0.5568249,-0.04948399,0.4652624,0.0011056168,0.4066932,-0.03651397,0.43400526,-0.009715391,0.42650208,0.030481325,0.43758848,0.013647857,0.3504216,-0.002024072,0.384472,0.0049101575,0.35642532,-0.028115692,0.4176431,-0.039447177,0.36088428,1066.3808738319779,98.76973046836284,958.9583967365558,83.99601517653657,1887.7388535031846,208.65602903006751,0.08369824840764331,0.015613434473964979,0.21203613,0.11756575,3-51376-A-42.wav,siren,3
-113.72757,4.637944,67.841156,4.1664686,-11.489379,2.9176083,19.94514,3.0888128,7.3750763,2.6158035,10.697988,2.582598,5.6750083,2.595294,6.5876627,3.456955,-0.37860343,2.3965967,1.7084457,3.190245,3.9723947,2.9434552,3.151013,2.865758,7.909681,3.273415,-113.38057,3.9900682,66.753975,3.2742398,-16.488981,4.0665536,15.089746,3.6631372,7.082939,2.6604059,9.498235,3.3857522,7.790059,3.4178681,5.12535,3.0483325,-1.3508422,3.4516494,2.158205,2.779825,6.872323,3.2909906,3.1943667,3.109679,6.4794245,2.3395774,-114.160545,7.270231,61.033142,5.7883444,-22.83725,4.535437,19.387672,3.5088341,2.404734,3.9806676,4.5698996,3.4109833,3.0247107,4.023652,2.7376676,3.464204,-3.2526786,3.2740798,2.1051574,2.6575177,6.251478,4.580775,5.1048946,4.7998075,6.0443754,4.3105116,0.02545741,0.8176738,-0.09550226,0.62361807,-0.034851328,0.5697446,-0.03854024,0.51495373,-0.11488577,0.4932021,-0.025207195,0.49749568,0.01289457,0.51895595,-0.0045542535,0.43332902,-0.0086211795,0.46608254,0.012378924,0.4897795,0.011567122,0.50580144,-0.014901453,0.54678804,-0.022387115,0.5096208,-0.039703418,0.45874697,-0.003752347,0.40254846,0.010865841,0.30407414,-0.017847076,0.31605065,-0.010806458,0.34016493,-0.025092077,0.35669976,-0.005919702,0.3459439,0.01144887,0.30854124,-0.03038414,0.38826996,-0.015303633,0.33036593,0.004987068,0.30025446,-0.008080704,0.33993095,-0.016499145,0.37516123,1266.1388524076367,190.5424745247927,1392.3088066078083,57.80261676320647,2456.5087579617834,239.35018356612736,0.09912420382165606,0.048866876566902286,0.07071092,0.02063445,3-51731-A-42.wav,siren,3
-21.051058,9.776837,33.812435,6.9428926,-15.380456,5.475635,13.218303,5.6271415,-1.8414923,4.6619873,1.6025071,4.66437,1.2851099,4.55669,0.025068449,3.6064596,-8.842648,3.363062,0.9543423,3.372017,4.0115504,8.707717,9.308862,9.351111,9.25937,5.0821056,-63.829468,19.027872,51.01669,8.640894,-22.197987,5.4106164,9.703559,3.1411626,0.3383447,3.381129,2.861107,3.0448987,-1.5680686,3.0496867,-1.3767552,4.4960256,-6.0609436,2.691994,-0.95917505,3.5267005,2.4798586,4.3628454,8.007712,7.4467635,10.047548,7.4800963,-79.96508,6.2990646,44.12087,7.657371,-33.672737,3.7149537,5.425073,3.3847892,2.543578,3.957034,-0.13394961,3.3344114,-5.7554297,3.9178183,0.5966524,3.600641,-9.910761,5.005824,-2.7197742,3.1247537,-0.08141834,3.9577558,6.5355134,8.175071,6.008099,4.473015,-0.38564786,1.503209,0.17830217,1.0053403,-0.053749256,0.7280691,-0.118136935,0.8252283,0.013585623,0.6682797,0.04118694,0.6966049,-0.024579743,0.5613303,-0.021951795,0.6161253,0.013124334,0.6740005,-0.010533725,0.57716465,0.013627161,0.7734154,-0.034230784,1.1098655,-0.017000053,0.79230756,-0.07006135,0.7594192,-0.024741622,0.45166123,0.041718308,0.41266653,0.033480648,0.44114158,0.032228544,0.40893474,0.0069765453,0.39114842,-0.041110653,0.47837827,-0.0065602665,0.4031774,0.047093563,0.42433003,-0.017865568,0.34377745,-0.05143204,0.41374752,-0.010583825,0.41657203,-0.014684926,0.41851214,1795.6180382481562,176.83628729111518,1484.1653676868848,125.49742017643835,3066.480891719745,360.6509665296337,0.17045680732484075,0.031190744746104223,0.18261406,0.10129449,3-51731-B-42.wav,siren,3
-80.359245,4.828711,102.21215,5.4035625,-22.794415,4.968564,23.403841,5.3547177,-16.01194,4.8461843,4.381287,5.8752093,-4.294509,7.0493183,3.641708,6.548958,4.403611,3.9895632,0.63743937,6.995831,0.20669225,4.9757876,4.2350965,5.653593,-0.22109666,3.8474793,-82.13223,5.4208198,102.630005,7.7083473,-27.410313,4.2621655,31.949389,3.9200523,-11.872417,5.379888,3.5770276,3.5979927,-8.560073,4.1349654,0.55232865,3.4789076,-1.05464,4.2824125,2.8200755,4.3809514,4.40415,3.7255497,2.665567,3.7390947,-3.1215951,3.186832,-99.26874,7.7101827,113.66315,5.0593843,-34.600914,4.080292,20.145456,4.2968783,-7.136988,5.218274,2.057321,4.745615,-6.209274,5.046633,-0.9432389,4.0649033,2.5526257,3.7007852,-0.47624817,3.2730622,2.917378,3.805255,3.7686718,4.1306114,1.082452,3.970289,-0.059053402,0.9505245,-0.0015865435,0.86068094,-0.11747809,0.86271894,0.035293337,0.7685546,0.07461842,0.8202122,-0.08300594,0.8119237,0.01698545,0.70716965,-0.05248402,0.77059317,-0.009076355,0.746963,0.033567764,0.7414514,0.029419625,0.59535265,-0.013755774,0.73236626,-0.02245951,0.6664869,0.022386113,0.5521738,-0.031877387,0.4399233,0.033669233,0.5422676,-0.035431016,0.42555717,0.030830707,0.46972018,-0.008051667,0.47682902,-0.01220861,0.4950704,-0.030180888,0.50019056,-0.030697761,0.4810298,0.013998364,0.40862483,-0.00883154,0.3793892,0.00047210295,0.39958438,-0.0022813666,0.39733136,846.1503552026733,83.17828584456895,844.0176028703249,60.686558813032455,1559.5143312101911,223.18450582457066,0.0826657046178344,0.012335850568384092,0.25676164,0.06482151,3-51909-A-42.wav,siren,3
-43.438057,9.748157,67.36314,13.677946,-23.995014,6.378683,13.970947,4.7125506,-12.910224,3.4041154,-7.090646,4.906798,-10.803799,5.577115,-12.302847,4.2211323,-9.309572,4.658526,-7.049308,5.4890265,-8.574283,3.0249586,-5.080682,4.307469,-7.4137144,3.8476975,-34.383797,6.2723455,35.079678,4.2021265,-29.88981,5.036565,10.578378,4.857178,-8.616398,3.8230038,-5.586151,6.2922587,-5.8473024,6.8498106,-12.585975,8.887342,-14.182384,5.1526375,-10.397158,3.995927,-2.5622866,5.0124354,-6.9376416,4.6602135,-9.868783,4.3007545,-50.170074,7.3213363,25.550274,5.909127,-21.80167,4.402163,20.97775,4.140013,-7.8387384,4.8369617,-7.8912015,4.2483993,-5.4126143,3.9705944,-8.120351,4.325449,-15.333407,4.4321666,-3.736402,4.146187,-5.552097,4.4736776,-10.466021,4.3717294,-6.2034082,3.8154469,0.21277654,1.4842001,-0.39374635,0.8834282,0.10677849,0.6882056,0.023604363,0.83526903,0.013422927,0.7036393,-0.071557306,0.886155,0.065227196,0.8711325,0.0628992,0.95701545,-0.0069215614,0.7757992,-0.040160555,0.8237745,-0.052549757,0.79902077,-0.04916031,0.8355868,0.02874559,0.6769648,0.070068575,0.72123593,0.021784656,0.7333303,0.09802055,0.62519145,0.0042677578,0.5519328,-0.002303942,0.44345465,-0.026606405,0.5254948,-0.024579966,0.4312989,0.047067795,0.5100649,0.06900747,0.4985815,-0.023925958,0.43495235,-0.007922886,0.49798968,0.01771285,0.55862725,-0.0007151073,0.47552067,1240.9051925814563,144.96087141077138,1259.5312680740853,121.60828231581587,2303.3439490445858,357.67279203989676,0.06723352906050956,0.022946714835022055,0.61710644,0.08951196,3-51909-B-42.wav,siren,3
-61.910072,3.4388058,39.314316,3.662109,-19.536716,4.9030404,19.773067,4.4278708,-19.41404,5.5579343,-7.431742,4.679143,-19.027313,3.5032988,5.971913,2.9341094,3.223562,3.7402022,-10.843635,3.8305788,-11.956411,4.830237,-14.353245,4.5525804,-11.188215,2.7294328,-74.94644,6.0625095,51.391495,3.6429832,-19.180622,5.285631,12.765355,3.3555872,-21.701164,3.889453,-4.947383,3.4101436,-20.487455,4.029435,3.9664977,5.7058883,7.4225516,3.0544977,0.70716804,5.313547,-8.097114,5.5309067,-8.352431,3.8950496,-11.131964,2.9044454,-91.82261,9.304677,65.72217,6.1951237,-23.53407,6.657087,16.62251,4.7863426,-13.63882,4.7323165,-7.5840387,5.5285716,-22.779367,3.6029248,-2.4415052,3.2802765,4.7395587,4.622503,5.540812,3.2453415,-4.7527614,4.3735075,-0.19532245,5.622715,-1.7442578,4.6843896,-0.23293762,0.735815,0.17327195,0.78058237,0.0720819,0.844426,-0.019835312,0.7530745,0.11260641,0.61452276,0.10520719,0.7428015,0.020270739,0.67657244,-0.051342078,0.7514509,-0.023353297,0.663994,0.10924208,0.76705474,0.07009847,0.83214784,0.13409066,0.87169236,0.13077877,0.5769112,0.026211146,0.39538366,0.054874852,0.53302413,0.01423847,0.44148263,-0.0134699615,0.4833351,0.004857285,0.4100518,-0.010894768,0.4005949,-0.016443515,0.3971756,-0.017817937,0.43172964,0.023045441,0.39361897,0.0129915085,0.41549098,0.02062068,0.42422116,-0.009146715,0.53086525,-0.021703899,0.3763405,1399.4870147599934,157.35661558480217,1355.0534670165432,140.56698878678807,2798.3678343949045,485.6871847696316,0.10343476313694268,0.023770749483538748,0.20085417,0.09141751,3-58772-A-42.wav,siren,3
-135.64493,24.961798,12.708116,13.307196,-31.06066,7.671407,-2.6877172,11.492293,-28.540483,6.185702,-9.584321,13.49309,0.67710817,22.95827,12.779573,21.203587,12.969972,14.308002,3.1018286,24.638428,-0.88855034,23.186113,9.43334,25.643751,4.862157,19.203987,-153.20995,13.971207,-6.2751255,8.362429,-32.304188,7.2466583,-6.690748,6.019013,-0.41734108,12.414278,25.22372,7.474247,7.0359926,12.828896,-16.849545,11.260471,-9.030602,15.481452,20.213398,21.864595,14.398423,14.3497095,-10.1015,23.17865,-6.308859,13.842148,-145.83134,25.143007,11.894752,14.8294935,-32.496284,5.9024096,-11.967389,4.505482,-18.647263,10.536389,10.741287,19.552608,17.577137,11.85112,11.908502,21.434633,-1.5901678,21.463835,-3.7633908,20.907337,1.6216133,25.075191,3.6899529,21.939928,-2.726966,18.9431,0.052809283,3.4216137,-0.09154029,1.7780309,-0.02521041,1.1100379,-0.083978206,0.8368852,-0.020953683,1.112978,-0.027083622,1.3950167,0.14021876,1.5301116,0.17327031,1.7996498,0.14997825,1.8775359,0.13574827,2.424608,0.047752805,2.5917516,-0.2725431,2.7031095,-0.30097103,2.5093985,0.09994091,2.114502,0.23752856,1.381389,-0.011123747,0.7102899,0.028730743,0.62533975,-0.025723925,0.76983553,0.0013440856,0.64155096,-0.008044048,0.73383117,-0.019177472,0.793101,-0.033640943,0.8083363,-0.047024272,0.91947275,0.032417037,0.7256927,0.0022022952,0.729331,-0.048581325,0.7730189,1656.9993737639372,377.81734376583483,1142.3545301615782,219.26500374181856,2652.766719745223,739.1705016251924,0.1392876691878981,0.04036554610000952,0.45820102,0.13079381,3-62878-A-42.wav,siren,3
-150.27399,18.772747,1.9060762,16.988264,-34.615013,8.134116,-10.327656,6.9396515,-10.31245,14.402422,20.679186,11.232021,16.161556,12.837974,-2.1074822,22.031153,-9.575121,14.730078,1.1690805,27.470797,7.377259,20.928951,4.037235,23.704676,-1.2246299,17.362654,-246.272,79.114235,-2.1718283,5.247658,-16.091595,17.67784,-2.7668457,5.074202,2.1863446,6.5498586,12.067979,14.1072445,-0.031612102,4.3349085,-9.95667,11.583975,-1.0973312,8.777163,14.32728,16.828539,5.8942456,12.651445,-9.778549,12.304564,-3.393017,11.12534,-318.7773,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2783519,4.749342,-0.3226476,1.2924757,0.21071668,1.4274468,0.11801976,0.66399753,0.14676864,0.83565915,0.04888598,1.4020672,-0.11768441,0.9376748,-0.18163817,1.2315489,-0.07418082,1.3584093,0.055988323,1.5920812,0.19244224,1.8285311,0.042787448,1.6004968,-0.105903216,1.6089768,0.15791309,2.5299938,0.05632285,0.5934909,0.025465883,0.67987853,0.021270057,0.5052409,-0.007390768,0.6455656,0.016030774,0.6169677,-0.0010069904,0.53836685,-0.071005195,0.69797313,0.009930741,0.67872566,0.040417325,0.6235247,0.051733546,0.6914099,-0.02078331,0.51518863,-0.0035598506,0.5175229,929.7741967141328,986.141916721214,575.7220435289304,615.4422420169284,1445.8598726114649,1581.3212853289426,0.0836609275477707,0.08929771924135621,0.20838547,0.2358274,3-62878-B-42.wav,siren,3
-65.0353,4.067199,48.84082,5.416772,-29.642845,3.0785284,3.8698976,3.92127,-5.382012,3.940199,-2.458648,3.5295122,-9.094775,2.842477,-4.371719,2.5624003,-10.239136,3.3094692,-0.73780257,2.8916352,-0.35234877,2.7470822,5.4152703,2.4301236,3.440236,2.874425,-69.52072,5.3586373,51.23497,3.8796072,-31.603191,2.8592954,1.528056,2.5568364,-5.5932765,3.2597892,-0.041958515,2.8493729,-6.906772,3.5421941,-4.882031,2.9832132,-10.459678,2.9961407,-1.1180352,3.3880737,-1.625995,2.801063,4.9952307,3.9952083,2.1830509,3.2155495,-71.94421,3.9020097,51.073837,4.4473486,-33.04073,2.9854646,2.6354275,2.5939991,-5.842252,3.725199,-0.58935505,2.538975,-5.303906,2.8715785,-5.6057343,4.349666,-13.737838,4.1849174,-0.4799605,2.9257977,0.4138992,4.1454086,7.1765194,7.2292113,1.9198297,4.182791,-0.022380916,0.7192946,0.008619113,0.8018541,-0.032237988,0.49897963,0.010141507,0.4707591,-0.0017353501,0.6622698,-0.009856367,0.477425,0.0067233127,0.50128096,0.04088752,0.54131645,0.05512234,0.6188006,0.016346453,0.49929577,-0.019269248,0.51693505,-0.03284481,0.58094704,-0.06209693,0.41589242,-0.034907885,0.4118002,-0.00032482785,0.4424586,-0.02228509,0.34319872,-0.030881714,0.36661807,-0.0072126677,0.4185629,-0.01466379,0.31754324,-0.034262482,0.33715597,0.0062490883,0.35078466,0.0038610264,0.41972864,0.0038630667,0.37987572,0.0073602055,0.3267806,-0.006619196,0.25618097,0.025696306,0.31675053,1745.8303760678866,96.03790708134554,1393.7971280399004,73.69160584607305,2924.6616242038217,215.4660171590579,0.16641371417197454,0.018511244731344842,0.10604061,0.017186556,4-102871-A-42.wav,siren,4
-218.39618,14.2462635,2.695034,8.410778,-41.29474,5.9581456,-22.755114,4.0140023,0.26401025,6.2646437,32.327347,6.577549,7.684909,13.19534,-14.260674,9.79227,-9.537273,11.410739,13.748708,14.534308,11.976922,10.455838,-8.532614,19.517958,-6.374322,13.350508,-209.1408,12.11694,6.4039106,4.1531887,-42.69111,5.8308063,-26.414433,4.913976,-18.743261,8.279842,18.034458,14.686246,26.689648,5.878735,14.151616,14.651315,-6.4478655,12.938885,-1.0942374,8.23509,-2.9492466,15.701201,-2.0844908,15.790678,-2.129576,16.615786,-232.94223,14.470679,-0.112335995,3.7221973,-38.086334,7.2395763,-17.765127,7.5661354,7.8123727,9.143693,32.917473,8.2242775,-2.3874154,16.151627,-6.335907,8.417181,9.162855,16.905302,8.909355,7.101503,-11.18436,16.764809,-4.9183774,10.214514,10.804533,16.023155,-0.39169592,1.5988923,-0.08201807,0.85328096,0.101690225,0.94434816,0.1340563,0.7417835,0.11590268,1.034905,-0.1151954,1.5890168,-0.17895,1.4512339,0.0774897,1.7418195,0.22009689,1.7226472,-0.047643356,1.4447659,-0.2812544,1.702005,0.078803845,2.1837573,0.21575673,2.0160906,0.20409502,0.92897177,0.14099364,0.7203629,-0.014827599,0.508766,0.034519836,0.513372,0.011105704,0.4643509,-0.056822874,0.67953867,-0.026569992,0.5920185,0.030060485,0.6797702,-0.01154167,0.6628248,-0.034260593,0.5424102,0.0060224216,0.64833874,0.06521703,0.7710029,-0.060771663,0.74913776,1888.984529014247,198.53844854073813,1322.9661135313484,164.10719757182326,2941.3813694267515,689.2770173791793,0.16479025676751594,0.030771645574911438,0.072558515,0.03843979,4-111671-A-42.wav,siren,4
-149.41043,12.064938,28.678688,9.720504,-61.984722,3.836277,-34.843475,4.0872183,-25.532162,10.385797,3.777557,14.129358,-10.187644,13.369194,-0.80237633,11.136148,4.2460136,6.308035,16.367512,6.0268307,3.7548468,7.152994,-2.6753044,8.028021,5.8586836,7.733003,-149.07451,11.197677,29.358408,9.529685,-62.486008,3.4619873,-35.41743,3.668834,-26.78868,10.784209,1.5233554,14.085364,-11.6977625,12.946077,-2.0749643,10.753517,4.1343026,5.839657,16.06674,5.698704,4.2782826,6.7192035,-3.0715604,7.669302,5.9938483,7.690158,-149.47466,11.928395,30.54419,9.616585,-61.724525,4.1098423,-34.502316,4.6975293,-25.623394,11.713903,2.806077,13.819568,-12.377872,13.577655,-3.2323673,10.558022,3.5720882,5.8223133,15.749973,6.0543056,3.4758227,6.8909545,-3.9804552,7.4043064,5.285798,7.186062,0.056238953,1.9802207,0.06564915,1.74455,0.008588835,0.42690104,0.011704508,0.41559526,0.05467848,1.8654916,-0.034293186,2.4134827,-0.13047662,2.2508996,-0.06348324,1.7026795,0.020915117,0.5735886,0.008425604,0.7215667,-0.003589375,0.60036504,-0.011013884,0.66262496,0.011193588,0.99646634,-0.1449701,2.6305833,-0.0666402,2.2129917,0.06535704,0.53512645,0.07180449,0.5075071,0.17332944,2.5467937,0.1704432,3.2036006,0.002331758,2.8994393,-0.06807862,2.1810844,-0.03945234,0.72643846,-0.012704913,0.7675496,-0.0083216205,0.6152707,-0.013512548,0.8517711,0.01495225,1.334684,1598.2510425307928,172.69550178855332,1138.516687413729,80.76645780641563,2281.548566878981,399.8472326334174,0.15125522492038215,0.032193648325052455,0.07438967,0.01305794,4-111671-B-42.wav,siren,4
