dataset,filename,file_path,class,split,mfcc_s1_1_mean,mfcc_s1_1_std,mfcc_s1_2_mean,mfcc_s1_2_std,mfcc_s1_3_mean,mfcc_s1_3_std,mfcc_s1_4_mean,mfcc_s1_4_std,mfcc_s1_5_mean,mfcc_s1_5_std,mfcc_s1_6_mean,mfcc_s1_6_std,mfcc_s1_7_mean,mfcc_s1_7_std,mfcc_s1_8_mean,mfcc_s1_8_std,mfcc_s1_9_mean,mfcc_s1_9_std,mfcc_s1_10_mean,mfcc_s1_10_std,mfcc_s1_11_mean,mfcc_s1_11_std,mfcc_s1_12_mean,mfcc_s1_12_std,mfcc_s1_13_mean,mfcc_s1_13_std,mfcc_s2_1_mean,mfcc_s2_1_std,mfcc_s2_2_mean,mfcc_s2_2_std,mfcc_s2_3_mean,mfcc_s2_3_std,mfcc_s2_4_mean,mfcc_s2_4_std,mfcc_s2_5_mean,mfcc_s2_5_std,mfcc_s2_6_mean,mfcc_s2_6_std,mfcc_s2_7_mean,mfcc_s2_7_std,mfcc_s2_8_mean,mfcc_s2_8_std,mfcc_s2_9_mean,mfcc_s2_9_std,mfcc_s2_10_mean,mfcc_s2_10_std,mfcc_s2_11_mean,mfcc_s2_11_std,mfcc_s2_12_mean,mfcc_s2_12_std,mfcc_s2_13_mean,mfcc_s2_13_std,mfcc_s3_1_mean,mfcc_s3_1_std,mfcc_s3_2_mean,mfcc_s3_2_std,mfcc_s3_3_mean,mfcc_s3_3_std,mfcc_s3_4_mean,mfcc_s3_4_std,mfcc_s3_5_mean,mfcc_s3_5_std,mfcc_s3_6_mean,mfcc_s3_6_std,mfcc_s3_7_mean,mfcc_s3_7_std,mfcc_s3_8_mean,mfcc_s3_8_std,mfcc_s3_9_mean,mfcc_s3_9_std,mfcc_s3_10_mean,mfcc_s3_10_std,mfcc_s3_11_mean,mfcc_s3_11_std,mfcc_s3_12_mean,mfcc_s3_12_std,mfcc_s3_13_mean,mfcc_s3_13_std,delta_1_mean,delta_1_std,delta_2_mean,delta_2_std,delta_3_mean,delta_3_std,delta_4_mean,delta_4_std,delta_5_mean,delta_5_std,delta_6_mean,delta_6_std,delta_7_mean,delta_7_std,delta_8_mean,delta_8_std,delta_9_mean,delta_9_std,delta_10_mean,delta_10_std,delta_11_mean,delta_11_std,delta_12_mean,delta_12_std,delta_13_mean,delta_13_std,delta2_1_mean,delta2_1_std,delta2_2_mean,delta2_2_std,delta2_3_mean,delta2_3_std,delta2_4_mean,delta2_4_std,delta2_5_mean,delta2_5_std,delta2_6_mean,delta2_6_std,delta2_7_mean,delta2_7_std,delta2_8_mean,delta2_8_std,delta2_9_mean,delta2_9_std,delta2_10_mean,delta2_10_std,delta2_11_mean,delta2_11_std,delta2_12_mean,delta2_12_std,delta2_13_mean,delta2_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std
animal,animal_sounds_caoofficial_Kus_109_v2 (36).wav,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (36).wav,Bird,train,-225.29343,18.89583,-57.588837,16.462204,-71.72318,6.2983966,21.468117,5.2819333,36.086742,5.7514725,21.578419,5.6047187,-26.2399,4.8910913,-11.227925,5.5502014,-8.757462,7.7216926,4.3720484,5.84367,-1.7702665,6.239446,4.8829026,5.7320766,0.49620214,5.5788493,-282.2884,55.480343,-31.125174,14.2479315,-60.10063,24.05517,17.307005,8.591849,25.716896,11.444897,19.548845,9.402457,-16.832182,9.586285,-11.695252,5.6862464,-7.1516213,5.1145773,-0.33149037,5.4742026,3.3160024,5.719047,1.3457499,3.5503542,0.39612302,3.347511,-425.83337,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3999362,4.835324,0.2435619,1.8516518,0.4920378,1.8278859,-0.10086831,0.78036547,-0.2532417,1.0498837,-0.12387819,1.1883498,0.14353758,0.9778471,0.06838992,0.6750947,0.11234938,0.5246241,-0.0912317,0.57588977,0.065104395,0.595463,0.011814261,0.48281503,-0.0352027,0.40248838,0.048981998,2.4875875,0.09986286,1.0109326,0.060775474,0.8039472,-0.058023274,0.5509707,-0.05770805,0.6287283,-0.037370905,0.6483576,0.033359703,0.504586,0.03259312,0.3726903,0.05029456,0.44192457,0.0028658358,0.36244503,0.0041822973,0.4216915,0.00024248494,0.34112072,-0.0041198097,0.41914964,1565.334752533546,1202.971338404046,817.7931560207389,634.4524241157208,2412.8224206349205,1889.7868415213384,0.15588572668650794,0.12765479588002068,0.019822339,0.025456121
animal,animal_sounds_caoofficial_dog_74.wav,data/processed/audio/Dog/animal_sounds_caoofficial_dog_74.wav,Dog,train,-170.59587,59.693367,67.713005,19.672083,-47.85308,13.178808,-13.2190275,6.218058,-5.2900496,7.9566784,-25.5214,7.68897,-6.160758,5.735209,-10.544236,8.631886,8.642473,13.759113,10.965816,14.854096,6.629672,13.472601,10.517885,21.186455,9.704945,13.146311,-325.90094,70.1731,33.133076,38.321,-10.967422,13.640832,-0.74491316,2.6393323,3.2617276,5.8327584,-8.797876,10.413106,-1.6735996,4.565717,-4.465066,5.9607773,-1.4644532,4.328326,-0.37369877,1.9648302,-0.42183262,2.2589824,-3.9780972,6.44428,-0.4994559,4.4571705,-386.24283,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4533935,5.855792,-0.5641326,3.1117647,0.43725246,1.5167215,0.102324694,0.83271277,0.07525687,0.7873649,0.21525395,1.1145359,-0.028983237,0.68368155,0.07362497,1.0102444,-0.005571281,1.2579409,0.009846941,1.4747138,0.043017462,1.2965418,0.07425861,2.4257648,0.09988031,1.5533719,-0.4479043,3.9079673,0.10129498,1.5433692,0.12278727,0.949698,0.077948764,0.6494149,-0.021516357,0.4883057,-0.073205665,0.6936878,0.0124381455,0.4318529,-0.031236777,0.5884121,-0.021359649,0.50500417,-0.051338173,0.5808735,-0.01138563,0.6545794,-0.028787507,1.0071862,-0.04261749,0.7066309,542.7759174666035,588.2851127504116,522.77444415175,555.8393387105467,853.546626984127,922.3661384378966,0.04496837797619048,0.05084393922090724,0.03960772,0.06296884
animal,animal_sounds_caoofficial_tavuk_9.wav,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_9.wav,Chicken,train,-269.9376,102.30386,27.513681,38.327244,-22.709648,33.880867,5.834181,9.63917,-5.3024297,9.064538,-2.3348677,6.244002,4.875788,7.391445,-4.3761506,8.837161,5.322103,10.906113,1.7920765,5.119614,-1.6489439,8.867341,1.3247706,8.656708,-3.9929483,7.39587,-343.47797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2979903e-05,9.094947e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343.47797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2979903e-05,9.094947e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9780152,7.99174,-0.5914833,2.3775294,0.037067354,3.5727172,-0.072918996,0.7964729,0.022422511,0.8699339,-0.05734137,0.8330363,-0.10378883,0.587821,0.100110844,0.712157,0.068840116,1.4449114,0.059040863,0.6744992,0.019505024,0.939248,-0.10954496,0.9117658,-0.03557763,0.78307074,-0.676048,4.2794724,-0.2152086,1.6143157,0.1995512,1.2900678,0.01774605,0.39977843,0.041690886,0.37135917,-0.03355327,0.4636622,-0.01519508,0.4059815,0.114870764,0.89463305,0.037774403,0.6980811,0.01709706,0.3643661,-0.08281575,0.91756797,-0.14144012,1.0556512,0.007903568,0.4077645,220.02522030574093,594.8780873512978,139.77113064657692,387.6093634747695,377.7281746031746,1049.928322747124,0.027173239087301588,0.07543229342030931,0.023233367,0.07669187
animal,animal_sounds_caoofficial_Kus_109_v2 (59).wav,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (59).wav,Bird,train,-153.05319,17.558725,-59.11137,13.137814,-44.175507,7.95074,-19.592237,4.8767815,-50.161507,7.5784354,-20.008123,6.038585,2.9414895,7.8291407,-3.812258,6.586077,-8.557576,6.9452195,-6.245966,7.60773,6.742971,7.3291373,14.832633,8.990998,-0.07813943,8.788659,-148.89859,14.748064,-60.7027,11.93511,-52.645386,8.421886,-13.194541,8.563529,-51.994408,6.397806,-22.845587,6.3458834,3.6935918,6.266881,-2.4612668,4.225802,-3.8798213,5.0059056,-10.028048,6.492868,3.5223603,6.3673086,15.715806,8.387483,7.1088977,5.2272277,-167.1807,21.97999,-45.07459,17.568136,-47.73853,7.943212,-22.663858,6.1876373,-43.560596,5.4560385,-26.053232,5.1694207,1.707788,4.6556973,-1.3520128,4.4123173,-1.8216807,4.41342,-7.2124176,6.028514,-0.5812106,4.3427896,13.445375,6.5381837,9.290056,4.655941,0.20948751,4.101697,-0.103641614,3.2903974,0.03375424,1.1954191,0.07121258,1.2551987,-0.07300393,1.1186217,-0.035721097,1.0513874,0.10730418,1.3542705,0.13595983,0.7611349,-0.02816088,1.1865244,-0.17687406,1.3063468,-0.025800293,1.1723363,0.17124023,1.8612361,0.0335798,1.3202664,-0.19256535,2.3595674,0.31466952,1.795596,0.11140399,1.0018674,0.08010782,0.87246215,0.13257591,0.85662514,0.05076233,0.7873211,-0.052203003,0.7158512,0.068138234,0.6108787,0.05970426,0.6406776,0.015996905,0.63756377,-0.09385828,0.86466473,-0.06952212,0.9103847,0.088567786,0.82702684,3392.9286991973754,250.26986566401143,1531.3894609999766,218.60483294187122,4973.462301587301,642.1936546300374,0.38925316220238093,0.04147625577459648,0.08525268,0.04950202
animal,animal_sounds_caoofficial_dog_144.wav,data/processed/audio/Dog/animal_sounds_caoofficial_dog_144.wav,Dog,train,-247.97375,109.71104,40.725117,28.07206,-21.610542,31.459633,6.8987036,5.487356,-12.255485,20.760044,7.1781216,4.581081,1.5279337,8.215229,11.969071,4.6195703,1.3512589,8.317709,2.8577688,5.6463284,5.730999,4.014678,0.21568668,8.222339,7.2675242,3.228553,-243.32268,100.83864,40.114845,27.834723,-23.842493,27.852417,7.447916,7.6191654,-12.5783,18.391518,6.2192006,6.1274824,-0.09054085,9.014079,11.440183,4.07561,-0.41513997,10.125896,3.3074403,6.4021616,6.292614,3.201357,1.7562543,6.1968713,8.256508,4.993604,-219.061,114.4167,47.535233,30.765682,-26.955301,28.120794,7.0158606,9.4139805,-17.033686,21.395586,5.195495,5.207751,-5.091291,12.336868,10.371284,4.639714,-0.12759851,8.813026,0.318955,8.266152,5.730231,4.3833876,2.1988049,5.3325086,8.55539,5.4685426,2.6791246,20.012468,0.5389233,5.199715,-0.6140855,5.088647,-0.069667876,1.5225304,-0.4750174,3.5812492,-0.053714544,0.9718739,-0.2926405,2.0531287,0.025054565,0.7193438,-0.109667264,1.6004369,-0.1409211,1.3587991,-0.04464382,0.63836586,-0.12762775,1.1979474,-0.009442116,0.7006212,0.44265804,9.711359,0.17042711,2.2834454,-0.0023714511,2.6253176,-0.1376329,1.135563,-0.005572243,1.8420236,-0.012434197,0.6505903,-0.024309779,1.0975072,0.011839982,0.51637703,-0.009152526,1.1063046,-0.054208703,0.8443028,-0.03132896,0.49611184,-0.0029776318,0.66178864,-0.027444717,0.5862463,989.7959453314571,680.9218166152141,1004.7922090807994,385.04171120578377,1832.3412698412699,1391.7077845733415,0.07769872271825397,0.06727438636425022,0.053499945,0.072503924
animal,animal_sounds_caoofficial_inek_5.wav,data/processed/audio/Cow/animal_sounds_caoofficial_inek_5.wav,Cow,train,-94.86377,24.634125,114.60922,7.27831,-60.582253,10.144245,36.37113,5.8885093,-4.719645,3.6063988,-18.472263,5.35348,10.723729,4.051376,-14.86448,4.48181,0.42658398,4.1346016,-7.098344,4.931062,-11.956574,4.969785,-0.44729996,3.9520817,-14.288952,7.4181013,-100.935234,12.28059,110.27013,5.0572796,-61.456707,6.547582,34.086105,4.6339917,-5.2988577,3.0735064,-17.386898,3.6220741,8.191668,3.660513,-17.809,4.1104956,2.7646997,4.0762434,-5.9599905,4.195481,-16.252745,4.360308,-3.4313443,3.5110455,-15.742632,5.0911646,-120.82945,11.663491,108.01493,8.681036,-44.05306,12.225126,34.19335,9.458191,-8.579817,2.7206993,-18.087057,5.543345,10.90532,5.58849,-17.422268,5.6360264,-8.595189,3.861126,-9.523335,2.671939,-6.223659,3.0886555,3.1574035,2.431812,-13.350142,2.0680373,-0.06996753,3.5114439,0.057622217,1.263513,0.30269685,1.8095275,-0.12315977,1.1770236,-0.021460503,0.5535945,0.06541159,0.86711496,-0.15851697,0.7542869,-0.09216282,0.8533953,0.032862443,0.8462708,-0.039626658,0.744547,-0.084730856,0.849666,-0.049384978,0.66106474,-0.059953537,0.8622658,-0.028348861,1.4093336,-0.10390809,0.59169596,0.09273636,0.73974204,-0.07241907,0.44035614,-6.500667e-05,0.29801345,0.027891468,0.36656335,-0.06612195,0.34534556,0.020725809,0.45601687,0.0054249284,0.3980812,-0.009997697,0.4229907,0.010506175,0.37396243,-0.015369094,0.3665047,0.0028997327,0.4011197,1183.4109270910592,137.76481680760529,943.4861477174292,76.13402710514369,2317.5843253968255,267.13672708870257,0.07856677827380952,0.022710467711254078,0.1754184,0.09387162
animal,animal_sounds_caoofficial_inek_47.wav,data/processed/audio/Cow/animal_sounds_caoofficial_inek_47.wav,Cow,train,-95.158585,84.214645,69.303925,26.458416,-55.698486,18.836964,29.906872,9.780246,-33.638237,10.872652,10.754756,5.2334256,-10.61413,6.6961803,13.721055,5.806729,10.585466,5.021233,-0.7159124,7.091198,3.671565,4.923424,-16.892733,8.038264,1.6491976,3.9922237,-320.6005,93.682365,13.759801,30.908861,-8.261504,18.686457,3.3829393,7.850862,-5.0285597,11.304411,0.36522612,1.8790694,-1.6879374,3.8376625,1.2910789,3.017112,1.1012083,2.8763654,-0.63491863,1.5006584,0.14109996,1.1652304,-3.1669064,7.1078334,-1.1214218,2.588077,-362.1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17549111,12.656413,0.11398901,3.6490638,0.013840888,2.39918,-0.009888806,1.4395254,0.020437751,1.5304925,0.04915393,0.8279529,-0.03247198,0.9767728,-0.020807073,0.6344063,0.015270241,0.6060225,0.014463678,0.71323925,0.003843231,0.5613872,0.010398498,0.8658057,-0.015716705,0.4517874,-0.7082657,4.2557626,-0.08545352,1.209152,0.15960434,0.9171598,-0.12575415,0.69888073,0.1142557,0.7240266,-0.011970355,0.29995823,0.053911444,0.41497755,-0.06736131,0.39480367,-0.029091926,0.24963328,-0.01586766,0.3247223,-0.027673274,0.2137701,0.03837992,0.3868788,-0.016558105,0.28830397,680.7876099653739,886.7994393836103,475.70078098489086,624.7341005673995,1231.2748015873017,1624.0840145798036,0.05943080357142857,0.08230103242595453,0.06954634,0.11065983
animal,animal_sounds_caoofficial_inek_52.wav,data/processed/audio/Cow/animal_sounds_caoofficial_inek_52.wav,Cow,train,-190.43991,39.434223,69.10878,13.557108,-36.761333,16.663984,29.448442,4.155628,-12.975538,3.6359682,17.003105,2.8312144,-14.050501,3.1878846,6.89248,5.07955,-4.7642026,8.999356,3.8088775,5.663907,4.615545,2.899921,-8.439065,3.1238105,-0.472921,3.7776139,-170.4598,47.259087,67.28115,18.630743,-44.689346,16.284239,33.506756,5.8817196,-17.416777,10.742477,19.085197,3.3602622,-12.712824,5.24576,8.023443,6.580842,-4.8258553,14.846441,1.3752952,9.473483,4.2962794,3.7001393,-5.7078505,5.3016877,2.1189096,4.596941,-133.66321,28.061691,77.62646,13.821519,-51.146233,11.855043,31.676287,4.267968,-30.709562,5.1353116,13.236259,4.5055237,-12.65349,6.7114854,19.609932,5.3400044,7.515894,4.193112,5.9696374,6.1679583,-0.4955519,6.0268474,-11.618669,5.501819,-0.098101616,3.8572164,0.889441,4.999565,0.2637603,1.6348474,-0.18335308,1.9298283,0.0072925184,0.9348013,-0.108808465,1.0463887,-0.08922953,0.55669636,0.0075969677,0.7028209,0.043683764,0.8454012,0.010689458,1.0843371,-0.067263335,0.7972932,-0.0589836,0.69786704,-0.033924337,0.91562295,-0.08931552,0.72183967,-0.016291045,1.9462166,-0.0306914,0.69146806,0.081627786,0.8253936,0.012101902,0.5813364,0.039650477,0.5868693,-0.010164932,0.34393263,0.038554545,0.3897042,0.0055875345,0.49261722,0.0016046271,0.5043983,0.0030402306,0.41668564,0.0003339023,0.36253446,0.016219005,0.48816127,0.01460011,0.36302793,1489.3642676198428,227.16081543402717,1317.1557859820186,236.74247720600277,3017.8571428571427,522.796576210852,0.07565259176587301,0.0571796178942682,0.04879504,0.03247157
animal,animal_sounds_caoofficial_dog_82.wav,data/processed/audio/Dog/animal_sounds_caoofficial_dog_82.wav,Dog,train,-156.81285,52.9596,76.07692,21.026876,-33.876953,17.337334,-18.223145,9.042306,-7.6991367,5.6240554,-18.797941,7.126968,-7.401142,8.808953,-10.2438345,9.813448,0.87718564,5.917359,-0.06598173,11.147742,3.82664,10.778315,-10.740468,17.670187,3.8778007,8.310195,-196.51935,6.814591,87.876144,8.782454,-25.203945,5.383825,-4.490918,5.347695,1.3753277,4.252597,-17.285446,4.3399034,-10.949112,4.024889,-18.710299,5.2783766,-11.10479,4.44533,-4.747976,3.923871,10.821229,4.7637568,-25.687944,6.5284576,11.708616,4.827709,-307.60504,86.24829,47.742332,50.116108,-8.201761,9.299612,-4.8906565,5.5632796,-0.93725824,3.405309,-2.2136142,4.135448,-5.8484693,6.683661,-8.133603,8.965164,-2.7007105,3.655409,-3.523229,4.5423656,2.2354536,3.6525223,-8.632357,10.066442,3.4286208,4.409173,-1.009826,9.014715,-0.75805396,4.166166,-0.19331938,2.757422,-0.0053719436,1.0719442,-0.0189664,1.1008137,0.035886258,1.1582707,0.032863982,0.89894766,0.1090554,1.4467916,0.08687249,0.9745862,0.04116791,1.1840593,-0.027916288,1.4892156,-0.02547003,1.7971389,0.07224843,1.1993763,-0.8844559,5.112242,0.1630106,2.1941214,0.22305837,1.2029028,0.070659235,0.6298656,0.017974941,0.57164586,0.057380192,0.50010705,-0.02739464,0.5077305,-0.028364046,0.77224666,-0.004830387,0.6494381,0.0055904994,0.6730901,0.03310807,0.9922511,0.06525138,0.82543975,-0.02537563,0.6447946,858.8637659794845,456.25959017569954,903.4501798418867,449.9972115383803,1304.0674603174602,679.0397866895863,0.06959945436507936,0.04060508467147897,0.060890183,0.048234638
animal,animal_sounds_ggquang_Frog_38.wav,data/processed/audio/Frog/animal_sounds_ggquang_Frog_38.wav,Frog,train,-152.4741,84.27714,87.72748,32.356277,-34.7693,19.003895,26.905169,9.816638,-7.7080784,5.871017,10.51916,5.6139665,-1.8677694,4.725641,25.885344,11.582164,1.7035643,5.63305,-10.297417,8.770956,5.044903,5.2327633,-1.4880924,3.9013987,2.3922784,4.2388463,-390.27457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.27457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681522,14.009183,0.08869873,4.990357,-0.062299963,2.6588824,0.052295376,1.8274255,0.00798656,0.77337277,0.008845757,0.7343332,0.0022283765,0.3053245,0.043837834,1.6120418,0.018495904,0.71906227,-0.035010353,0.8694075,0.0243703,0.7168767,0.013809923,0.2872666,0.010047551,0.4004425,-0.7483871,4.767449,-0.2693726,1.6960189,0.13354327,1.2331716,-0.063765876,0.66726303,0.055559,0.5783245,-0.0062169726,0.3753469,0.0048381966,0.28588846,-0.053161886,0.65011483,-0.0075129666,0.49209616,0.026268167,0.65220904,0.01547366,0.44320613,0.011950775,0.29926825,0.023249427,0.3142514,426.2083645350784,683.1321476644249,368.62682773042997,575.2916209484262,815.9722222222222,1328.4720147860342,0.046061197916666664,0.07736874229038794,0.040686563,0.07660374
animal,animal_sounds_caoofficial_Kus_94.wav,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_94.wav,Bird,train,-389.78888,112.46679,-22.764044,34.652416,-0.2867294,4.263559,6.110651,7.7667356,-2.1919541,4.26485,3.7141418,4.927736,-6.1320395,8.062241,1.8062521,3.3643901,2.6252496,4.7133307,-1.3942428,3.3948498,-1.8447171,3.0947552,4.085485,5.551287,-1.6886942,2.7690318,-480.45853,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-480.45853,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8436906,7.3868747,0.41861126,2.215821,-0.0050162454,0.19952343,-0.12819408,0.6180048,0.021934912,0.3267689,-0.0516089,0.36907485,0.14986296,0.50964,-0.04922599,0.18335457,-0.05110139,0.3767434,0.05317589,0.2184435,0.034096103,0.18469739,-0.03653002,0.49234426,0.048513427,0.15690391,-0.3497125,3.8570447,0.2275079,2.0831006,-0.022635786,0.373306,-0.013923874,0.31522837,-0.033591103,0.38493374,-0.026122514,0.22574024,0.021343898,0.2946066,0.0030224207,0.13846385,-0.029312178,0.34920678,-0.0045635453,0.15935554,-0.007059843,0.18087792,-0.00809509,0.1958001,-0.01852841,0.12591341,579.5872602113064,1475.5547236226234,198.46831642800743,506.65386267514145,792.7827380952381,2009.1606251006915,0.06294177827380952,0.1634705308519158,0.0034113962,0.014795589
animal,animal_sounds_caoofficial_inek_57.wav,data/processed/audio/Cow/animal_sounds_caoofficial_inek_57.wav,Cow,train,-79.61338,25.442215,115.19562,14.492306,-33.96612,8.061308,35.625843,7.4606113,-8.084056,4.186608,-6.2803426,4.4881897,15.066939,5.2080092,-5.2766914,5.424031,13.727259,3.1681798,-2.8054776,2.6052575,-3.9892642,2.522144,5.5428658,3.8305483,-10.480696,4.4603076,-320.60318,24.159412,2.3165123,14.832916,-0.06922356,0.4432471,0.6504772,4.165086,-0.008190657,0.05244579,-0.071626656,0.45863447,0.1608301,1.0298152,-0.2321256,1.486329,0.21074727,1.3494407,0.13990085,0.8958026,-0.06528417,0.41802266,0.08431403,0.53987324,-0.17289126,1.1070442,-324.37622,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6167864,8.464816,-0.61550105,4.0880904,0.090505,1.4753426,-0.1734787,1.500228,0.008066047,0.5241127,-0.012678032,0.4172364,-0.1150349,0.5272104,-0.009547855,0.5153211,-0.07431736,0.47756413,-9.962869e-05,0.2788843,0.05670077,0.3108765,-0.015578629,0.39273688,0.03213407,0.5405278,0.23226577,3.5618737,-0.16911465,1.8499253,0.015013948,0.51161367,-0.0027969754,0.69174236,-0.0098164575,0.25488365,-0.002844127,0.20574531,-0.030732874,0.30112028,-0.006818441,0.30708447,0.0013232912,0.21552582,0.012130601,0.19150141,-0.011377671,0.14934088,-0.029639082,0.240012,0.008542322,0.28747377,317.45447588180764,460.4524197508833,330.7650391171493,463.4251598391143,672.6190476190476,950.510859257147,0.016245039682539684,0.02320597397222141,0.11655159,0.19010012
animal,animal_sounds_caoofficial_cat_32.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_32.wav,Cat,train,-169.07327,68.68855,103.51749,26.703041,-47.727154,16.89449,32.264866,10.715399,-14.274139,4.9124413,-8.767208,3.9717789,8.362387,5.061186,-19.14422,5.886238,8.474134,4.51669,-6.059889,3.0729837,-3.75175,3.3086348,6.773074,3.903116,-10.547132,3.942204,-188.71863,74.59671,98.63995,32.534225,-44.641987,17.2882,28.847366,13.003776,-15.705317,6.2620864,-6.778184,5.5468335,9.95095,5.456962,-19.670475,7.3636045,5.70678,3.6527529,-7.639676,4.483513,-3.630912,3.0074928,7.104646,3.0257945,-7.955086,3.6555784,-413.52213,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2979903e-05,9.094947e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36382827,11.433715,-0.09592252,4.9243627,0.014947482,2.774675,0.01213232,1.9711426,0.03636679,0.94992346,0.006195848,0.77500176,-0.001658063,0.89536965,0.012038842,1.0592479,0.020528287,0.5947411,0.0071466747,0.57642144,0.04809233,0.42834094,0.028467694,0.5478584,-0.0053094835,0.6609393,-0.90687,5.5758724,-0.35410172,2.1350627,0.19023485,1.302511,-0.067518264,0.80930287,0.04179881,0.51201177,0.00054607884,0.390106,-0.035136588,0.5009543,0.07491559,0.47822657,0.0016460627,0.2728133,0.025212992,0.33039021,0.014152193,0.33610877,-0.011904731,0.3167084,0.038530264,0.32512417,830.4023657532261,675.6471271722227,688.9356909128616,564.8104003897886,1662.326388888889,1368.6170562178786,0.07567584325396826,0.0655027265111519,0.030868832,0.043675426
animal,animal_sounds_caoofficial_cat_172.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_172.wav,Cat,train,-120.32985,52.99005,21.478172,27.55158,-59.765446,18.148962,47.867764,20.721222,-26.667664,19.264849,22.507528,10.265489,-7.483094,8.984336,12.399595,7.243347,-7.437394,10.464279,-3.2396464,9.706689,4.071023,8.428046,-5.937126,9.1989765,11.126372,8.980268,-339.06836,76.53598,16.17983,27.43991,-4.803193,11.627601,4.2529078,7.376991,-2.2686667,4.2894945,3.385571,6.3963156,-1.2123379,2.9127884,2.2330878,4.798304,-1.6815016,2.9582648,-2.01238,3.5406094,-0.9582161,2.0348787,-1.85367,3.256418,0.8533039,1.836881,-382.71292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3219306,7.318191,-0.6740082,3.3531144,0.038994912,3.057754,-0.06321404,2.1414907,0.034841318,1.6517477,-0.15355362,1.1595825,0.050870948,0.99872404,-0.04116433,0.8157182,0.02971608,1.4299357,0.12677553,1.0606253,0.03257356,0.9910054,-0.0025606384,1.0203717,-0.04537538,0.9912977,-0.25412303,2.6225293,-0.08520251,1.3624779,0.1506147,1.1384711,0.051264197,0.9091284,-0.05168006,0.6512843,-0.02884581,0.7929493,0.03153935,0.65058106,-0.01686313,0.44186535,0.020730942,0.83958435,0.059736762,0.9094251,-0.011704157,0.89845043,-0.012861472,0.9487516,-0.0085637225,0.77897096,983.0112566691188,1251.826449168392,461.8613526746401,562.7605208709346,1464.657738095238,1783.7275421814702,0.1213960193452381,0.15685614657123556,0.07540429,0.14530468
