filename,fold,target,category,esc10,src_file,take
3-145577-A-43.wav,3,43,car_horn,False,145577,A
3-146697-A-43.wav,3,43,car_horn,False,146697,A
3-151080-A-20.wav,3,20,crying_baby,True,151080,A
3-151081-A-20.wav,3,20,crying_baby,True,151081,A
3-151081-B-20.wav,3,20,crying_baby,True,151081,B
3-151089-A-30.wav,3,30,door_wood_knock,False,151089,A
3-152007-A-20.wav,3,20,crying_baby,True,152007,A
3-152007-B-20.wav,3,20,crying_baby,True,152007,B
3-152007-C-20.wav,3,20,crying_baby,True,152007,C
3-152007-D-20.wav,3,20,crying_baby,True,152007,D
3-152007-E-20.wav,3,20,crying_baby,True,152007,E
3-152594-A-30.wav,3,30,door_wood_knock,False,152594,A
3-153057-A-43.wav,3,43,car_horn,False,153057,A
3-154378-A-30.wav,3,30,door_wood_knock,False,154378,A
3-155130-A-43.wav,3,43,car_horn,False,155130,A
3-155234-A-43.wav,3,43,car_horn,False,155234,A
3-155312-A-0.wav,3,0,dog,True,155312,A
3-157695-A-0.wav,3,0,dog,True,157695,A
3-161010-A-43.wav,3,43,car_horn,False,161010,A
3-163459-A-0.wav,3,0,dog,True,163459,A
3-170015-A-0.wav,3,0,dog,True,170015,A
3-170574-A-30.wav,3,30,door_wood_knock,False,170574,A
3-174840-A-43.wav,3,43,car_horn,False,174840,A
3-180147-A-30.wav,3,30,door_wood_knock,False,180147,A
3-180256-A-0.wav,3,0,dog,True,180256,A
3-180977-A-0.wav,3,0,dog,True,180977,A
3-182023-A-30.wav,3,30,door_wood_knock,False,182023,A
3-182025-A-30.wav,3,30,door_wood_knock,False,182025,A
3-203371-A-39.wav,3,39,glass_breaking,False,203371,A
3-203373-A-39.wav,3,39,glass_breaking,False,203373,A
3-203374-A-39.wav,3,39,glass_breaking,False,203374,A
3-203375-A-39.wav,3,39,glass_breaking,False,203375,A
3-203377-A-39.wav,3,39,glass_breaking,False,203377,A
3-216280-A-39.wav,3,39,glass_breaking,False,216280,A
3-216281-A-39.wav,3,39,glass_breaking,False,216281,A
3-216284-A-39.wav,3,39,glass_breaking,False,216284,A
3-243726-A-43.wav,3,43,car_horn,False,243726,A
3-51376-A-42.wav,3,42,siren,False,51376,A
3-51731-A-42.wav,3,42,siren,False,51731,A
3-51731-B-42.wav,3,42,siren,False,51731,B
3-51909-A-42.wav,3,42,siren,False,51909,A
3-51909-B-42.wav,3,42,siren,False,51909,B
3-58772-A-42.wav,3,42,siren,False,58772,A
3-62878-A-42.wav,3,42,siren,False,62878,A
3-62878-B-42.wav,3,42,siren,False,62878,B
4-102871-A-42.wav,4,42,siren,False,102871,A
4-111671-A-42.wav,4,42,siren,False,111671,A
4-111671-B-42.wav,4,42,siren,False,111671,B
4-121532-A-42.wav,4,42,siren,False,121532,A
4-167077-A-20.wav,4,20,crying_baby,True,167077,A
4-167077-B-20.wav,4,20,crying_baby,True,167077,B
4-167077-C-20.wav,4,20,crying_baby,True,167077,C
4-175845-A-43.wav,4,43,car_horn,False,175845,A
4-175846-A-43.wav,4,43,car_horn,False,175846,A
4-175855-A-43.wav,4,43,car_horn,False,175855,A
4-175856-A-43.wav,4,43,car_horn,False,175856,A
4-176631-A-43.wav,4,43,car_horn,False,176631,A
4-176638-A-43.wav,4,43,car_horn,False,176638,A
4-178402-A-43.wav,4,43,car_horn,False,178402,A
4-182034-A-30.wav,4,30,door_wood_knock,False,182034,A
4-182039-A-30.wav,4,30,door_wood_knock,False,182039,A
4-182041-A-30.wav,4,30,door_wood_knock,False,182041,A
4-182395-A-0.wav,4,0,dog,True,182395,A
4-183992-A-0.wav,4,0,dog,True,183992,A
4-184575-A-0.wav,4,0,dog,True,184575,A
4-185575-A-20.wav,4,20,crying_baby,True,185575,A
4-185575-B-20.wav,4,20,crying_baby,True,185575,B
4-185575-C-20.wav,4,20,crying_baby,True,185575,C
4-186518-A-30.wav,4,30,door_wood_knock,False,186518,A
4-187284-A-30.wav,4,30,door_wood_knock,False,187284,A
4-188878-A-30.wav,4,30,door_wood_knock,False,188878,A
4-191015-A-43.wav,4,43,car_horn,False,191015,A
4-191687-A-0.wav,4,0,dog,True,191687,A
4-192236-A-0.wav,4,0,dog,True,192236,A
4-194754-A-0.wav,4,0,dog,True,194754,A
4-199261-A-0.wav,4,0,dog,True,199261,A
4-204115-A-39.wav,4,39,glass_breaking,False,204115,A
4-204119-A-39.wav,4,39,glass_breaking,False,204119,A
4-204121-A-39.wav,4,39,glass_breaking,False,204121,A
4-204123-A-39.wav,4,39,glass_breaking,False,204123,A
4-204777-A-39.wav,4,39,glass_breaking,False,204777,A
4-204777-B-39.wav,4,39,glass_breaking,False,204777,B
4-204777-C-39.wav,4,39,glass_breaking,False,204777,C
4-207124-A-0.wav,4,0,dog,True,207124,A
4-211502-A-30.wav,4,30,door_wood_knock,False,211502,A
4-212698-A-39.wav,4,39,glass_breaking,False,212698,A
4-261068-A-30.wav,4,30,door_wood_knock,False,261068,A
4-59579-A-20.wav,4,20,crying_baby,True,59579,A
4-59579-B-20.wav,4,20,crying_baby,True,59579,B
4-67358-A-42.wav,4,42,siren,False,67358,A
4-80761-A-42.wav,4,42,siren,False,80761,A
4-90014-A-42.wav,4,42,siren,False,90014,A
4-90014-B-42.wav,4,42,siren,False,90014,B
5-117118-A-42.wav,5,42,siren,False,117118,A
5-117120-A-42.wav,5,42,siren,False,117120,A
5-117122-A-42.wav,5,42,siren,False,117122,A
5-133989-A-42.wav,5,42,siren,False,133989,A
5-133989-B-42.wav,5,42,siren,False,133989,B
5-150409-A-42.wav,5,42,siren,False,150409,A
5-151085-A-20.wav,5,20,crying_baby,True,151085,A
5-160551-A-42.wav,5,42,siren,False,160551,A
5-179860-A-43.wav,5,43,car_horn,False,179860,A
5-179863-A-43.wav,5,43,car_horn,False,179863,A
5-179865-A-43.wav,5,43,car_horn,False,179865,A
5-179866-A-43.wav,5,43,car_horn,False,179866,A
5-179868-A-43.wav,5,43,car_horn,False,179868,A
5-180156-A-43.wav,5,43,car_horn,False,180156,A
5-180156-B-43.wav,5,43,car_horn,False,180156,B
5-180156-C-43.wav,5,43,car_horn,False,180156,C
5-184323-A-42.wav,5,42,siren,False,184323,A
5-198411-A-20.wav,5,20,crying_baby,True,198411,A
5-198411-B-20.wav,5,20,crying_baby,True,198411,B
5-198411-C-20.wav,5,20,crying_baby,True,198411,C
5-198411-D-20.wav,5,20,crying_baby,True,198411,D
5-198411-E-20.wav,5,20,crying_baby,True,198411,E
5-198411-F-20.wav,5,20,crying_baby,True,198411,F
5-198411-G-20.wav,5,20,crying_baby,True,198411,G
5-203128-A-0.wav,5,0,dog,True,203128,A
5-203128-B-0.wav,5,0,dog,True,203128,B
5-208030-A-0.wav,5,0,dog,True,208030,A
5-212454-A-0.wav,5,0,dog,True,212454,A
5-213855-A-0.wav,5,0,dog,True,213855,A
5-217158-A-0.wav,5,0,dog,True,217158,A
5-218980-A-30.wav,5,30,door_wood_knock,False,218980,A
5-218981-A-30.wav,5,30,door_wood_knock,False,218981,A
5-221528-A-39.wav,5,39,glass_breaking,False,221528,A
5-221529-A-39.wav,5,39,glass_breaking,False,221529,A
5-231762-A-0.wav,5,0,dog,True,231762,A
5-233605-A-39.wav,5,39,glass_breaking,False,233605,A
5-233607-A-39.wav,5,39,glass_breaking,False,233607,A
5-235644-A-30.wav,5,30,door_wood_knock,False,235644,A
5-250026-A-30.wav,5,30,door_wood_knock,False,250026,A
5-250026-B-30.wav,5,30,door_wood_knock,False,250026,B
5-251426-A-30.wav,5,30,door_wood_knock,False,251426,A
5-251426-B-30.wav,5,30,door_wood_knock,False,251426,B
5-256512-A-30.wav,5,30,door_wood_knock,False,256512,A
5-257642-A-39.wav,5,39,glass_breaking,False,257642,A
5-260432-A-39.wav,5,39,glass_breaking,False,260432,A
5-260433-A-39.wav,5,39,glass_breaking,False,260433,A
5-260434-A-39.wav,5,39,glass_breaking,False,260434,A
5-9032-A-0.wav,5,0,dog,True,9032,A
