file_path,label
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (84).wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_76.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_42.wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_Cow_19.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (98).wav,Bird
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_3.wav,Chicken
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_32.wav,Sheep
data/processed/audio/Cow/animal_sounds_ggquang_Cow_2.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_115.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_198.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_188.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_18.wav,Cat
data/processed/audio/Frog/animal_sounds_ggquang_Frog_7.wav,Frog
data/processed/audio/Cow/animal_sounds_ggquang_Cow_38.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_20.wav,Bird
data/processed/audio/Cow/animal_sounds_ggquang_archivo (4).wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_179.wav,Dog
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_22.wav,Sheep
data/processed/audio/Frog/animal_sounds_ggquang_4-99644-A.wav,Frog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_76.wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_126.wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_4-213915-B.wav,Cow
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_14.wav,Donkey
data/processed/audio/Cat/animal_sounds_caoofficial_cat_117.wav,Cat
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_37.wav,Sheep
data/processed/audio/Cat/animal_sounds_caoofficial_cat_49.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (52).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (7).wav,Bird
data/processed/audio/Cow/animal_sounds_caoofficial_inek_18.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (27).wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_120.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_59.wav,Bird
data/processed/audio/Frog/animal_sounds_ggquang_Frog_31.wav,Frog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_15.wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (59).wav,Bird
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_37.wav,Lion
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_12.wav,Donkey
data/processed/audio/Dog/animal_sounds_caoofficial_dog_121.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_5-156026-D.wav,Frog
data/processed/audio/Dog/animal_sounds_ggquang_dog_5 (2).wav,Dog
data/processed/audio/Cow/animal_sounds_caoofficial_inek_25.wav,Cow
data/processed/audio/Frog/animal_sounds_ggquang_4-99644-C.wav,Frog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_73.wav,Cat
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_26.wav,Lion
data/processed/audio/Dog/animal_sounds_caoofficial_dog_194.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_3-70962-A.wav,Frog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_85.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_158.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_141.wav,Cat
data/processed/audio/Cow/animal_sounds_caoofficial_inek_6.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (55).wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_67.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_154.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (57).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_17.wav,Bird
data/processed/audio/Dog/animal_sounds_ggquang_dog_36 (2).wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_dog_6 (2).wav,Dog
data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_21.wav,Monkey
data/processed/audio/Cat/animal_sounds_caoofficial_cat_169.wav,Cat
data/processed/audio/Cow/animal_sounds_caoofficial_inek_53.wav,Cow
data/processed/audio/Cow/animal_sounds_ggquang_5-202795-A.wav,Cow
data/processed/audio/Frog/animal_sounds_ggquang_1-17970-A.wav,Frog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_38.wav,Cat
data/processed/audio/Dog/animal_sounds_caoofficial_dog_140.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_dog_30 (2).wav,Dog
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_4.wav,Sheep
data/processed/audio/Cow/animal_sounds_ggquang_Cow_10.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_39.wav,Cat
data/processed/audio/Dog/animal_sounds_caoofficial_dog_93.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_177.wav,Dog
data/processed/audio/Cow/animal_sounds_caoofficial_inek_14.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_Dog_31.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_29.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_5-231762-A.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_54.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_dog_21 (2).wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_79.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_50.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_Cow_35.wav,Cow
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_23.wav,Sheep
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_10.wav,Sheep
data/processed/audio/Cat/animal_sounds_caoofficial_cat_107.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_2-103424-A.wav,Cow
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_5.wav,Chicken
data/processed/audio/Dog/animal_sounds_ggquang_dog_4 (2).wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_4-192236-A.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_98.wav,Bird
data/processed/audio/Cow/animal_sounds_ggquang_Cow_45.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_135.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_108.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_dog_35 (2).wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_103.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (15).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_51.wav,Bird
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_7.wav,Donkey
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_6.wav,Donkey
data/processed/audio/Frog/animal_sounds_ggquang_Frog_50.wav,Frog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_89.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_dog_42 (3).wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_112.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_5-237499-A.wav,Frog
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_24.wav,Donkey
data/processed/audio/Dog/animal_sounds_ggquang_dog_26 (2).wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_180.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_4-183992-A.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_dog_6 (3).wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_188.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_1-31836-B.wav,Frog
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_4.wav,Chicken
data/processed/audio/Cow/animal_sounds_ggquang_5-242492-A.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_40.wav,Bird
data/processed/audio/Cow/animal_sounds_ggquang_3-163727-A.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_129.wav,Cat
data/processed/audio/Cow/animal_sounds_caoofficial_inek_43.wav,Cow
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_23.wav,Chicken
data/processed/audio/Cat/animal_sounds_caoofficial_cat_7.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_195.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_61.wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_45.wav,Bird
data/processed/audio/Cow/animal_sounds_caoofficial_inek_40.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_dog_2 (2).wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_Cow_25.wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_152.wav,Dog
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_20.wav,Sheep
data/processed/audio/Cat/animal_sounds_caoofficial_cat_162.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_186.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (65).wav,Bird
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_24.wav,Lion
data/processed/audio/Dog/animal_sounds_caoofficial_dog_94.wav,Dog
data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_25.wav,Monkey
data/processed/audio/Cow/animal_sounds_caoofficial_inek_52.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_20.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (93).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_85.wav,Bird
data/processed/audio/Cat/animal_sounds_caoofficial_cat_176.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_127.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_66.wav,Bird
data/processed/audio/Cow/animal_sounds_caoofficial_inek_39.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_118.wav,Cat
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_21.wav,Frog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_6.wav,Bird
data/processed/audio/Cat/animal_sounds_caoofficial_cat_64.wav,Cat
data/processed/audio/Dog/animal_sounds_caoofficial_dog_11.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_1-31836-A.wav,Frog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_177.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_99.wav,Bird
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_9.wav,Frog
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_22.wav,Lion
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_34.wav,Lion
data/processed/audio/Cat/animal_sounds_caoofficial_cat_3.wav,Cat
data/processed/audio/Cow/animal_sounds_caoofficial_inek_20.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_139.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_82.wav,Cat
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_44.wav,Lion
data/processed/audio/Cow/animal_sounds_ggquang_Cow_30.wav,Cow
data/processed/audio/Frog/animal_sounds_ggquang_3-71964-A.wav,Frog
data/processed/audio/Dog/animal_sounds_ggquang_Dog_36.wav,Dog
data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_18.wav,Monkey
data/processed/audio/Cat/animal_sounds_caoofficial_cat_56.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_Dog_32.wav,Dog
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_26.wav,Frog
data/processed/audio/Frog/animal_sounds_ggquang_Frog_44.wav,Frog
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_16.wav,Frog
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_7.wav,Frog
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_4.wav,Frog
data/processed/audio/Cow/animal_sounds_ggquang_inek_26.wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_178.wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_Cow_11.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_dog_7 (3).wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_8.wav,Bird
data/processed/audio/Cow/animal_sounds_caoofficial_inek_70.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_Dog_35.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_167.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_Cow_6.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_2-118964-A.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (86).wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_128.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_Dog_28.wav,Dog
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_14.wav,Chicken
data/processed/audio/Cow/animal_sounds_caoofficial_inek_30.wav,Cow
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_27.wav,Frog
data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_9.wav,Monkey
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_7.wav,Lion
data/processed/audio/Cat/animal_sounds_caoofficial_cat_37.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_159.wav,Cat
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (6).wav,Bird
data/processed/audio/Cow/animal_sounds_ggquang_2-117795-A.wav,Cow
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_3.wav,Donkey
data/processed/audio/Dog/animal_sounds_caoofficial_dog_181.wav,Dog
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_31.wav,Lion
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_17.wav,Frog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_33.wav,Dog
data/processed/audio/Cow/animal_sounds_caoofficial_inek_68.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_33.wav,Cat
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_2.wav,Chicken
data/processed/audio/Frog/animal_sounds_ggquang_Frog_34.wav,Frog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_81.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_3-163459-A.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (81).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_35.wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_146.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_90.wav,Dog
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_11.wav,Donkey
data/processed/audio/Dog/animal_sounds_ggquang_dog_18 (2).wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_153.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_Cow_32.wav,Cow
data/processed/audio/Cow/animal_sounds_ggquang_Cow_44.wav,Cow
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_19.wav,Frog
data/processed/audio/Dog/animal_sounds_ggquang_2-122104-B.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_43.wav,Bird
data/processed/audio/Cat/animal_sounds_caoofficial_cat_182.wav,Cat
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_12.wav,Frog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_46.wav,Bird
data/processed/audio/Cow/animal_sounds_ggquang_Cow_46.wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_70.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_9.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_44.wav,Bird
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_33.wav,Sheep
data/processed/audio/Dog/animal_sounds_ggquang_dog_29 (2).wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_120.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_Cow_5.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_166.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_dog_41 (2).wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_5-253085-A.wav,Cow
data/processed/audio/Cat/animal_sounds_caoofficial_cat_78.wav,Cat
data/processed/audio/Dog/animal_sounds_ggquang_dog_15 (2).wav,Dog
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_28.wav,Chicken
data/processed/audio/Cow/animal_sounds_ggquang_inek_5.wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_142.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_191.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_95.wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_4-181955-C.wav,Cow
data/processed/audio/Dog/animal_sounds_caoofficial_dog_101.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_47.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_3-126358-A.wav,Cow
data/processed/audio/Dog/animal_sounds_ggquang_Dog_37.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_28.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_59.wav,Cat
data/processed/audio/Frog/animal_sounds_ggquang_Frog_41.wav,Frog
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_6.wav,Frog
data/processed/audio/Dog/animal_sounds_ggquang_Dog_40.wav,Dog
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (41).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (33).wav,Bird
data/processed/audio/Cat/animal_sounds_caoofficial_cat_137.wav,Cat
data/processed/audio/Cow/animal_sounds_ggquang_1-202111-A.wav,Cow
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_41.wav,Bird
data/processed/audio/Cat/animal_sounds_caoofficial_cat_199.wav,Cat
data/processed/audio/Frog/animal_sounds_ggquang_1-18757-A.wav,Frog
data/processed/audio/Cow/animal_sounds_ggquang_Cow_13.wav,Cow
data/processed/audio/Frog/animal_sounds_ggquang_Frog_32.wav,Frog
data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_38.wav,Sheep
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (1).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_19.wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_127.wav,Dog
data/processed/audio/Frog/animal_sounds_ggquang_Frog_20.wav,Frog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_18.wav,Dog
data/processed/audio/Dog/animal_sounds_ggquang_Dog_2.wav,Dog
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_12.wav,Lion
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_1.wav,Lion
data/processed/audio/Cat/animal_sounds_caoofficial_cat_21.wav,Cat
data/processed/audio/Lion/animal_sounds_caoofficial_aslan_8.wav,Lion
data/processed/audio/Cat/animal_sounds_caoofficial_cat_26.wav,Cat
data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_2.wav,Frog
data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_21.wav,Chicken
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (100).wav,Bird
data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (97).wav,Bird
data/processed/audio/Dog/animal_sounds_caoofficial_dog_59.wav,Dog
data/processed/audio/Dog/animal_sounds_caoofficial_dog_88.wav,Dog
data/processed/audio/Cow/animal_sounds_ggquang_4-174860-A.wav,Cow
data/processed/audio/Donkey/animal_sounds_caoofficial_esek_23.wav,Donkey
data/processed/audio/Cat/animal_sounds_caoofficial_cat_66.wav,Cat
data/processed/audio/Dog/animal_sounds_caoofficial_dog_185.wav,Dog
data/processed/audio/Cat/animal_sounds_caoofficial_cat_68.wav,Cat
data/processed/audio/Cat/animal_sounds_caoofficial_cat_123.wav,Cat
